"General The Qualitative Reasoning (QR) community develops qualitative representations to understand the world from incomplete, imprecise, or uncertain data. Our qualitative models span natural systems (e.g., physics, biology, ecology, geology), social systems (e.g., economics, cultural decision-making), cognitive systems (e.g., conceptual learning, spatial reasoning, intelligent tutors, robotics), and more.The QR community includes researchers in Artificial Intelligence, Engineering, Cognitive Science, Applied Mathematics, and Natural Sciences, commonly seeking to understand, develop, and exploit the ability to reason qualitatively. This broadly includes:

    Developing new formalisms and algorithms for qualitative reasoning.
    Building and evaluating predictive, prescriptive, diagnostic, or explanatory qualitative models in novel domains.
    Characterizing how humans learn and reason qualitatively about the (physical) world with incomplete knowledge.
    Developing novel, formal representations to describe central aspects of our world: time, space, change, uncertainty, causality, and continuity. 

The International Workshop on QR provides a forum for researchers from multiple perspectives to share research progress toward these goals. The workshop will be held at IJCAI-ECAI-2018, Stockholm, Sweden (see Dates).
Topics of interest include (but are not restricted to):

    Qualitative modeling in physical, biological and social sciences, and in engineering.
    Representations and techniques for QR.
    Methods that integrate QR with other forms of knowledge representation and computational approaches, including quantitative and semi-quantitative methods and machine learning.
    Using QR for diagnosis, design, and monitoring of physical systems.
    Applications of QR, including education, science, and engineering.
    Cognitive models of QR, including the use of existing QR formalisms for cognitive modeling and results from other areas of cognitive science for qualitative reasoning.
    Using QR in understanding language, decision-making, sketches, images, and other kinds of signals and data sources.
    Formalization, axiomatization, and mathematical foundations of QR.",2018
"Welcome to the 6th Goal Reasoning Workshop at IJCAI/FAIM-2018 in Stockholm, Sweden!
Goals are a unifying structure across the variety of intelligent systems, and reasoning about goals takes many forms. In the most encompassing view, intelligent systems can use goal structures (or goal rewards) to manage long-term behavior, anticipate the future, select among priorities, commit to action, generate expectations, assess tradeoffs, resolve the impact of notable events, or learn from experience. As a result, the broad topic of goal reasoning is studied in diverse subfields of AI such as motivated systems, cognitive science, automated planning, and agent-oriented programming to name but a few. This workshop aims to bring together researchers from sometimes distinct subfields to encourage cross-disciplinary discussion on goal reasoning.

Please note the room location is K24 for the Goal Reasoning Workshop


*Special Joint Panel with Engineering Multi-Agent Systems (EMAS-2018)

This year we will feature a joint-panel with the Engineering Multi-Agent Systems (EMAS) Workshop on the topic of Requirements and Goals for Agent-based Systems: From Specification and Design to Runtime Representation and Reasoning. We encourage all goal reasoning participants to join for what will likely be an exciting discussion and excellent opportunity to interact with the EMAS community.
Panellists: Amal El Fallah Seghrouchni, Michael T. Cox, Hector Munoz-Avila, Michael Winikoff
Panel will take place Saturday, July 14th 14:00 to 15:00 in Room K12


Topics include, but are not limited to:

    Theoretical models of goal reasoning
    The role of goals in self-motivated systems
    The role of implicit goals or goal rewards in intelligent system design
    Goal reasoning in hybrid systems
    Interactive goal reasoning
    Goal reasoning in humans
    Goal management
    Goal formulation
    Goal prioritization
    Conversational or narrative reasoning about goals
    Belief-Desire-Intention
    Goal-driven autonomy
    Explanation and diagnosis of notable objects and events that impact goals
    Goal achievement through planning and scheduling
    Metareasoning about goals
    Resolving goals online (e.g., plan repair, replanning, goal deferment, re-goaling)
    Multi-agent and distributed goal management
    Learning for goal reasoning
    Comparisons of goal reasoning with other models of autonomy
    Evaluation/analyses of goal reasoning
    Demonstrations or applications of goal reasoning systems
    Relationship between Goals and Reward/Value Functions",2018
    
"The workshop on COGNITIVE VISION solicits contributions addressing computational vision and perception at the interface of language, logic, cognition, and artificial intelligence. The workshop brings together a novel & unique combination of academics and research methodologies encompassing AI, Cognition, and Interaction.

The workshop will feature invited and contributed research advancing the practice of Cognitive Vision particularly from the viewpoints of theories and methods developed within the fields of:

    Artificial Intelligence
    Computer Vision
    Spatial Cognition and Computation
    Cognitive Science and Psychology
    Visual Perception
    Cognitive Linguistics

Application domains being addressed include, but are not limited to:

    autonomous driving
    cognitive robotics
    vision for UAVs
    visual art, fashion, cultural heritage
    vision in biology (e.g., animal, plant)
    vision and VR
    vision for social science, humanities
    vision for psychology, human behaviour studies
    social signal processing, social media
    remote sensing, GIS
    medical imaging

Technical Focus. The principal emphasis of the workshop is on the integration of vision and artificial intelligence from the viewpoints of embodied perception, interaction, and autonomous control. In addition to basic research questions, the workshop addresses diverse application areas where, for instance, the processing and semantic interpretation of (potentially large volumes of) highly dynamic visuo-spatial imagery is central: autonomous systems, cognitive robotics, medical & biological computing, social media, cultural heritage & art, social media, psychology and behavioural research domains where data-centred analytical methods are gaining momentum. Particular themes of high interest solicited by the workshop include:

    methodological integrations between Vision and AI
    declarative representation and reasoning about spatio-temporal dynamics
    deep semantics and explainable visual computing (e.g., about space and motion)
    vision and computational models of narrative
    cognitive vision and multimodality (e.g., multimodal semantic interpretation)
    visual perception (e.g., high-level event perception, eye-tracking)
    applications of visual sensemanking for social science, humanities, and human behaviour studies

The workshop emphasises application areas where explainability and semantic interpretation of dynamic visuo-spatial imagery are central, e.g., for commonsense scene understanding; vision for robotics and HRI; narrative interpretation from the viewpoints of visuo-auditory perception & digital media, sensemaking from (possibly multimodal) human-behaviour data where the principal component is visual imagery.

We welcome contributions, position statements, perspectives addressing the workshop themes from formal, cognitive, computational, engineering, empirical, psychological, and philosophical perspectives. Select indicative topics include:

    deep visuo-spatial semantics
    commonsense scene understanding
    semantic question-answering with image, video, point-clouds
    concept learning and inference from visual stimuli
    explainable visual interpretation
    learning relational knowledge from dynamic visuo-spatial stimuli
    knowledge-based vision systems
    ontological modelling for scene semantics
    visual analysis of sketches
    motion representation (e.g., for embodied control)
    action, anticipation, and visual stimuli
    vision, AI, and eye-tracking

    high-level visual perception and eye-tracking
    egocentric vision, perception
    declarative reasoning about space and motion
    computational models of narratives
    narrative models for storytelling (from stimuli)
    vision and linguistic summarization
    (e.g., of social interaction, human behavior)
    visual perception and embodiment research
    (e.g., involving eye-tracking)
    biological and artificial vision
    biological motion
    visuo-auditory perception
    multimodal media annotation tools

Submission Requirements. Submitted papers must be formatted according to IJCAI guidelines (details here: IJCAI-ECAI 18 guidelines); in summary, all contributions should be no longer than 7 single-spaced pages (6 pages max for content, 1 page max for references). Contributions may be submitted as: (1). technical papers; (2) position statements; or (3) work in progress. Submissions should only be made electronically as PDF documents via the paper submission site: (Easychair).
",2018
"A workshop on computer games is to be held at IJCAI 2018, Stockholm, Sweden. The topics of the workshop concern all aspects of artificial intelligence for computer games. This includes:

    Monte Carlo methods
    Deep Learning
    Reinforcement Learning
    Heuristic search
    Board games
    Card games
    Video games
    General Game Playing
    Perfect and imperfect information games
    Puzzles and single player games
    Multi-player games
    Serious games
    Combinatorial game theory",2018
"Topics of interest

Topics of interest include but are not limited to:

    Concept lattices and related structures:
    pattern structures, relational structures, distributive lattices.
    Knowledge discovery and data mining:
    pattern mining, association rules, attribute implications, subgroup discovery, exceptional model mining, data dependencies, attribute exploration, stability, projections, interestingness measures, MDL principle, mining of complex data, triadic and polyadic analysis.
    Knowledge and data engineering:
    knowledge representation, reasoning, ontology engineering, mining the web of data, text mining, data quality checking.
    Analyzing the potential of FCA in supporting hybrid systems:
    how to combine FCA and data mining algorithms, such as deep learning for building hybrid knowledge discovery systems, producing explanations, and assessing system fairness.
    Analyzing the potential of FCA in AI tasks
    such as classification, clustering, biclustering, information retrieval, navigation, recommendation, text processing, visualization, pattern recognition, analysis of social networks.
    Practical applications
    in agronomy, astronomy, biology, chemistry, finance, manufacturing, medicine...

The workshop will include time for audience discussion aimed at better understanding of of the issues, challenges, and ideas being presented.",2018
"Six decades of failure to pass the Turing test by computers leads us to rethink previous approaches, lean towards new technologies and knowledge sources, and combine them with advances in philosophy, linguistics and cognitive science. We stress the fact that the age of information explosion and more powerful learning algorithms gives us a whole new spectrum of possibilities for creating an intelligent machine. Many marvelous ideas of the dawn of Artificial Intelligence research faced problems of exceptions and the impossibility of manual input of all needed knowledge, but today we have vast amounts of data from sensors, images and text so that we can rethink classical AI methods and approaches to dialog systems. The increased use of WWW, Internet of Things or knowledge bases, etc. could allow us to determine standard human behaviors, emotions or even moral reasoning according to the Wisdom of Crowds hypothesis. Collective input data could also help to retrieve knowledge about the physical world we live in. By combining Natural Language Processing methods with cognitive architectures and philosophy of mind, we can discover a new range of intelligent systems that understand us, our environment and our feelings. In this context, we see a role for NLP and cognitive approaches to play in developing a new generation of user- friendly, more autonomous but still safe systems that, through interaction with the user and the world, can learn how to reason, behave or speak naturally. We are interested in original papers on systems and ideas for systems that use common sense knowledge and reasoning, affective computing, cognitive methods, learning from broad sets of data and acquiring knowledge, or language and user preferences.",2018
"Model-based methods in machine learning aim to speed up the learning process by exploiting an explicit representation of the underlying model. In Reinforcement Learning (RL), classic model-based approaches leverage the available samples to construct an estimate of the underlying environment. There are several advantages in having an explicit model representation: I) learning behaviors is usually faster and more sample efficient; II) prior knowledge and experience can be integrated more easily; III) the model can be flexibly reused for a wide variety of goals and objectives. Model-based approaches can also enable counterfactual reasoning (“what would have happened if …”) which is exceedingly difficult without a model (e.g., using value-based approaches). They also enable easier transfer learning when reward (and to some extent the dynamics) changes. More generally, the ability to build an internal representation of the environment can be viewed as a hallmark of intelligence. Indeed, prediction and intuitive physics often figure in neuroscience, psychology, and cognitive science research into the development of internal representations in the human brain. Finally, model-based methods are of substantial theoretical and practical importance, since they have shown to be able to learn faster in large continuous environments, to provide insights in the way humans behave, and to be at the core theoretically efficient/optimal methods for exploration-exploitation in discrete domains. However, model-based algorithms are not without their challenges: constructing accurate models in complex real-world environments can be difficult, and imperfect models can give rise to highly suboptimal behavior. Although recent years have seen substantial advances in generative modeling, prediction, image generation, and other types of forecasting applications, many of these advances have yet to produce a large impact on reinforcement learning and control.

The aim of this workshop is to investigate questions in model-based reinforcement learning, as well as how tools and ideas from other generative modelling and prediction fields can influence the development of novel decision making and control algorithms. For example, can generative adversarial networks provide an answer to the question of which loss function should be used to fit a model? How can model-free reinforcement learning ideas influence model-based learning while benefiting from its improved efficiency and flexibility? Can we design hybrid approaches that integrates model-free and model-based learning? how can the best innovations in prediction and time series modelling translate into improved reinforcement learning algorithms? Alongside that, we encourage submission on any topic related to core model-based reinforcement learning. Some of the open questions are: How can we exploit side information? Is it possible to design algorithms for optimal exploration-exploitation in large domains? How can we incorporate safety in model-based approaches? What are the current limits of model-based approaches and what can we expect in the future? Which are the classes of environments we are able to represent (e.g., MDP, POMDPS and PSR)? And what are the suited models (e.g., NN, RNN)? Can we design efficient (even theoretically) approaches for particular classes of problems (e.g., linearly-solvable MDPs or linear-quadratic regulator)?",2018
"The one-day workshop focuses on the technical aspects of privacy research with invited and contributed talks by distinguished researchers in the area. We will conclude the workshop with a panel discussion about ethical and regulatory aspects. The programme of the workshop will emphasize the diversity of points of view on the problem of privacy, exemplified by the approaches pursued by specific sub-communities scattered across the different meetings comprising the Federated Artificial Intelligence Meeting. We will also ensure there is ample time for discussions that encourage networking between researches from these different sub-communities, which should result in mutually beneficial new long-term collaborations.",2018
"MRC aims to bring together researchers and practitioners from different communities, both in industry and academia, to study, understand, and explore issues surrounding context and to share their problems, techniques and success stories across different areas. By considering modelling and reasoning approaches for contextualised systems from a broad range of areas, the workshop will facilitate the sharing of problems, techniques, and solutions. The workshop covers different understandings of what context is, different approaches to automatically learn about context from data and to modelling context, mechanisms and techniques for (structured) storage of contextual information, effective ways to retrieve it, and methods for enabling integration of context and application knowledge.

MRC invites papers on different aspects of context, on theory as well as on applications. We particularly invite contributions on topics of autonomy and context. Although hosted at the most prestigious AI conference, we explicitly invite contributions from other fields of study in order to further trans- and interdisciplinary approaches.

Please check our call for papers and submission instructions for details.
Background to MRC

MRC is an interdisciplinary workshop with a focus on applications within computer science. Because of this focus the workshop primarily attracts participants from within the computer science community and specifically within artificial intelligence. However, MRC has always had a strong interdisciplinary appeal and does draw from fields such as linguistics, semiotics, philosophy, mathematics, cognitive science, social sciences and psychology as well as various sub-fields within computer science. This is also reflected in the list of program committee members past and present.

MRC has traditionally been held on major AI-conferences such as ECAI, IJCAI and AAAI or conferences focusing on context from different perspectives such as the International and Interdisciplinary Conference on Modeling and Using Context (CONTEXT). These workshops have been successful in raising awareness about the importance of context as a major issue for future intelligent systems, especially for the use of mobile devices and current research on autononomous computing. At the same time, advances in methodologies for modelling and retrieving context have been made and MRC continues to provide a venue for the discussion and furthering of research into issues surrounding context.",2018
